,pol_number,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt
408,83977430,F,531.0,A,101.6,2,HBACK,2.024,0,0.0,51
409,14791187,F,675.0,C,147.0,2,SEDAN,1.441,0,0.0,46
410,14159692,F,662.0,D,92.2,1,HBACK,1.925,0,0.0,87
411,86859837,F,604.0,B,100.5,2,STNWG,2.376,0,0.0,54
412,46780595,F,673.0,C,138.0,2,SEDAN,1.804,0,0.0,36
413,50033320,M,609.0,F,68.0,4,STNWG,2.068,0,0.0,43
414,57447354,M,836.0,D,60.7,3,TRUCK,2.794,0,0.0,62
415,56777295,F,573.0,A,62.8,3,SEDAN,1.078,0,0.0,73
416,39665115,F,669.0,B,125.0,4,HBACK,0.913,0,0.0,44
417,76279700,M,837.0,D,92.5,3,UTE,1.221,1,111.0044781,44
418,80808019,M,711.0,B,110.5,1,STNWG,4.884,0,0.0,69
419,61434734,M,845.0,C,111.0,3,SEDAN,1.21,0,0.0,49
420,18834181,M,602.0,B,139.2,4,SEDAN,0.583,1,406.3834825,65
421,83974673,F,752.0,C,108.0,1,HBACK,1.397,0,0.0,52
422,17579062,F,772.0,D,93.6,4,HBACK,0.748,0,0.0,45
423,65459916,M,392.0,A,123.1,4,UTE,0.847,0,0.0,32
424,65131830,F,625.0,E,46.5,1,SEDAN,2.673,0,0.0,45
425,46737674,M,667.0,C,100.5,2,HBACK,1.199,1,168.696033,36
427,28401359,M,791.0,A,106.6,2,STNWG,5.83,0,0.0,44
428,89237578,M,738.0,C,150.0,3,STNWG,1.177,0,0.0,61
429,30582721,M,761.0,A,60.2,1,STNWG,4.928,0,0.0,58
430,98308540,F,704.0,B,101.5,2,SEDAN,1.683,0,0.0,55
431,28995629,F,739.0,E,60.0,4,SEDAN,0.429,0,0.0,64
432,35829307,M,627.0,D,105.9,4,STNWG,2.64,0,0.0,38
433,28429227,M,576.0,D,91.2,3,TRUCK,3.366,0,0.0,35
434,37256514,M,778.0,C,123.0,2,SEDAN,1.98,0,0.0,47
435,51554187,M,713.0,E,25.5,3,STNWG,2.904,0,0.0,58
436,89690758,M,413.0,B,128.8,3,SEDAN,1.045,2,15606.68849,89
438,71564338,F,507.0,F,88.0,1,SEDAN,2.42,0,0.0,35
440,10267120,F,598.0,C,141.0,4,HBACK,0.913,0,0.0,64
441,12519064,F,669.0,F,104.0,1,STNWG,4.763,0,0.0,51
442,13242502,M,749.0,E,31.5,3,UTE,3.795,0,0.0,51
443,21669550,F,617.0,B,90.1,4,HBACK,0.594,0,0.0,54
444,48620672,M,399.0,A,71.5,2,SEDAN,2.398,0,0.0,73
445,94124325,F,660.0,D,82.1,1,STNWG,7.755,0,0.0,52
446,82518034,F,623.0,E,52.5,4,SEDAN,0.528,0,0.0,49
447,60478158,F,849.0,B,82.7,2,SEDAN,1.925,0,0.0,71
448,28833987,F,672.0,C,108.0,2,SEDAN,1.584,0,0.0,61
449,61582633,M,769.0,C,123.0,4,STNWG,1.749,0,0.0,52
450,80850788,M,747.0,C,144.0,4,SEDAN,0.462,0,0.0,46
451,54757014,F,711.0,C,142.5,3,HBACK,0.891,0,0.0,50
452,46112349,F,803.0,C,142.5,2,HBACK,2.024,0,0.0,70
453,99386172,M,371.0,F,172.0,4,STNWG,1.98,1,489.9109625,34
454,66567730,M,779.0,C,136.5,3,SEDAN,1.694,0,0.0,53
455,74218285,F,751.0,C,124.5,1,STNWG,4.004,0,0.0,76
456,87031161,F,685.0,D,86.7,3,STNWG,3.212,1,381.6903043,38
458,45432773,M,627.0,C,127.5,3,STNWG,1.848,0,0.0,67
460,38481763,F,818.0,A,65.3,2,HBACK,1.474,0,0.0,80
461,88565629,F,729.0,C,148.5,2,SEDAN,1.672,0,0.0,63
462,36290443,M,346.0,C,102.0,2,SEDAN,2.189,1,7861.06358,71
463,80141616,F,730.0,A,49.1,3,STNWG,3.267,0,0.0,46
464,56833671,F,686.0,A,114.4,4,MIBUS,1.969,0,0.0,45
465,84077095,F,546.0,F,118.0,2,STNWG,4.224,0,0.0,45
466,12573537,F,701.0,C,130.5,1,HBACK,1.529,0,0.0,46
468,62751894,F,403.0,B,148.7,1,HBACK,2.2528,0,0.0,45
469,88178740,F,545.0,A,79.8,1,STNWG,4.873,0,0.0,36
470,55585688,M,366.0,A,63.4,4,STNWG,1.496,1,2695.320703,37
471,99853732,F,758.0,D,95.3,3,STNWG,3.421,0,0.0,78
472,92013380,F,536.0,A,102.4,2,STNWG,3.168,0,0.0,37
473,52876357,M,842.0,C,124.5,4,SEDAN,0.781,0,0.0,66
474,84124162,M,704.0,A,43.4,4,SEDAN,0.407,0,0.0,54
475,99330304,M,794.0,C,142.5,1,STNWG,6.864,0,0.0,48
476,87933243,M,721.0,B,112.1,4,UTE,1.628,0,0.0,67
477,22186049,M,633.0,F,170.0,2,STNWG,4.356,1,124.8021484,36
478,50634077,M,820.0,D,130.4,3,TRUCK,1.958,1,250.8495802,36
479,58193090,M,837.0,D,97.4,4,PANVN,1.034,0,0.0,61
480,93350419,F,459.0,C,132.0,1,HBACK,1.639,0,0.0,37
481,84959007,F,362.0,E,40.5,3,UTE,2.563,0,0.0,39
482,46539872,M,601.0,F,148.0,2,HDTOP,4.4,0,0.0,70
483,53808219,M,705.0,B,116.4,4,HBACK,0.429,0,0.0,50
484,51120720,F,682.0,E,21.0,4,UTE,0.429,0,0.0,54
485,53077161,F,646.0,B,143.0,2,HBACK,1.463,0,0.0,64
486,23399960,F,658.0,A,116.8,2,SEDAN,1.914,0,0.0,43
487,75576340,F,534.0,E,46.5,1,HBACK,2.321,0,0.0,39
488,59215739,F,671.0,C,133.5,3,SEDAN,1.727,0,0.0,48
490,98029647,F,590.0,B,124.5,4,HBACK,0.99,2,844.6516246,21
491,72697538,F,611.0,B,113.8,4,COUPE,0.638,0,0.0,51
492,77693393,F,838.0,A,117.4,1,HBACK,2.211,0,0.0,23
493,22375157,M,359.0,B,94.4,3,STNWG,3.289,0,0.0,36
496,19508037,M,506.0,A,82.0,2,SEDAN,1.551,0,0.0,60
497,53570658,F,525.0,B,143.9,1,UTE,5.0512,3,18004.81012,37
498,73915698,F,682.0,A,65.8,4,SEDAN,0.803,0,0.0,29
499,98457046,M,560.0,A,83.7,1,HDTOP,5.126,0,0.0,36
500,63013044,M,718.0,B,119.0,2,STNWG,4.598,0,0.0,43
501,35890117,F,831.0,C,124.5,4,SEDAN,0.495,0,0.0,54
502,93607381,F,517.0,C,132.0,2,HBACK,1.562,0,0.0,30
503,29591904,M,748.0,A,72.3,4,SEDAN,0.583,0,0.0,55
504,53904471,F,384.0,A,84.2,2,SEDAN,1.991,0,0.0,52
505,55508073,F,699.0,A,109.2,1,STNWG,6.9949,0,0.0,60
506,99070995,M,834.0,C,109.5,4,SEDAN,0.484,0,0.0,53
509,33044891,F,620.0,A,73.7,3,HBACK,1.221,0,0.0,53
510,64215122,F,787.0,C,138.0,3,HBACK,1.1,0,0.0,48
511,10112174,F,670.0,A,64.0,1,STNWG,4.653,1,812.5739767,33
512,74001467,F,620.0,D,106.8,2,SEDAN,1.529,0,0.0,55
513,51737102,F,610.0,B,128.1,3,STNWG,3.322,0,0.0,56
514,15148956,M,779.0,C,138.0,4,STNWG,1.54,1,286.8728188,50
515,37600916,F,781.0,B,111.0,3,SEDAN,1.298,0,0.0,50
516,28453943,M,603.0,C,121.5,3,STNWG,2.981,0,0.0,44
517,83294990,M,816.0,F,124.0,4,HDTOP,2.321,0,0.0,63
519,97960126,M,842.0,A,45.6,4,STNWG,1.122,0,0.0,55
520,72403434,F,718.0,A,69.8,4,SEDAN,1.331,0,0.0,56
521,10661094,F,384.0,D,112.2,4,MIBUS,1.408,0,0.0,49
522,44542779,F,713.0,C,150.0,3,HBACK,1.683,0,0.0,65
523,57609093,F,814.0,E,63.0,2,SEDAN,1.628,0,0.0,65
524,74289164,F,332.0,F,96.0,4,HBACK,0.803,1,616.6337513,27
525,82870047,M,462.0,E,7.5,4,HBACK,1.793,0,0.0,61
526,43869392,F,616.0,B,107.4,2,STNWG,2.442,1,269.2289961,40
527,81095243,F,708.0,A,38.5,3,STNWG,3.344,0,0.0,46
528,82412749,F,627.0,C,130.5,3,HBACK,0.99,0,0.0,24
529,30102025,F,653.0,C,141.0,3,HBACK,1.111,0,0.0,69
530,60783874,F,722.0,C,96.0,3,STNWG,1.199,0,0.0,52
531,76967580,F,318.0,A,69.2,4,HBACK,1.353,0,0.0,66
533,40931140,F,631.0,B,121.7,2,SEDAN,2.134,0,0.0,44
534,19377609,F,779.0,C,81.0,1,STNWG,4.246,0,0.0,56
535,24230633,M,739.0,C,142.5,2,STNWG,3.916,0,0.0,59
536,57989732,M,633.0,D,110.0,2,SEDAN,2.486,0,0.0,41
537,39993262,M,660.0,D,65.0,4,SEDAN,0.319,0,0.0,53
538,65176785,F,356.0,E,27.0,1,STNWG,3.036,0,0.0,35
539,10641892,F,793.0,A,50.2,2,HBACK,1.914,0,0.0,60
540,26713638,M,781.0,A,86.5,1,UTE,4.7839,2,2663.102331,37
541,50859221,F,351.0,C,124.5,1,HBACK,2.013,0,0.0,39
542,49442942,M,749.0,C,148.5,2,UTE,1.65,0,0.0,33
543,76749899,F,343.0,C,120.0,2,HBACK,1.573,1,2534.268443,36
544,34021854,F,681.0,C,127.5,4,HBACK,0.264,0,0.0,42
545,43416537,F,798.0,A,58.5,3,STNWG,1.386,0,0.0,58
546,63597917,F,680.0,C,127.5,2,HBACK,1.771,1,559.830801,47
547,18031535,F,844.0,C,105.0,4,SEDAN,1.199,0,0.0,49
548,17062668,F,772.0,B,143.8,4,SEDAN,1.166,0,0.0,39
549,68864203,F,601.0,C,145.5,2,PANVN,3.223,1,3871.62275,22
550,61168053,F,315.0,C,117.0,3,HBACK,0.957,1,2580.219978,34
551,30737091,F,639.0,A,58.5,4,SEDAN,1.375,0,0.0,43
552,73566530,F,838.0,D,94.3,4,HBACK,0.506,0,0.0,70
553,64832462,F,517.0,D,117.2,2,UTE,2.992,0,0.0,43
554,59469825,F,724.0,F,70.0,3,STNWG,3.366,0,0.0,55
556,16210405,F,655.0,A,74.6,3,STNWG,2.013,0,0.0,34
557,45156288,M,342.0,C,114.0,3,HBACK,1.155,1,281.6890556,23
558,12226901,M,791.0,B,109.4,4,STNWG,1.089,0,0.0,52
559,71162304,M,752.0,A,72.8,4,SEDAN,2.013,0,0.0,45
560,90315487,F,617.0,C,121.5,1,SEDAN,2.2,0,0.0,47
561,11482717,F,359.0,A,71.3,2,SEDAN,1.485,0,0.0,57
563,41976983,M,716.0,B,124.5,4,COUPE,0.638,0,0.0,55
564,62457017,F,819.0,B,138.7,4,HBACK,0.55,0,0.0,89
565,85069810,F,314.0,C,126.0,3,SEDAN,1.529,1,2656.170237,45
566,42979628,M,769.0,E,10.5,2,STNWG,3.344,0,0.0,51
567,12890504,M,806.0,E,46.5,1,SEDAN,2.97,0,0.0,55
568,96980032,F,513.0,D,115.2,1,UTE,1.98,0,0.0,54
569,65183623,F,678.0,A,63.8,2,SEDAN,1.32,0,0.0,29
570,19204783,F,577.0,C,114.0,1,SEDAN,2.519,0,0.0,27
571,31357330,M,795.0,C,118.5,2,HBACK,1.43,0,0.0,57
572,77166138,F,751.0,C,130.5,3,HBACK,0.858,2,471.5844092,70
573,14023916,M,641.0,B,95.4,1,STNWG,5.7596,0,0.0,48
574,40922481,M,672.0,C,145.5,2,HBACK,1.496,0,0.0,42
575,97779376,F,784.0,C,148.5,2,SEDAN,1.914,0,0.0,71
576,58057999,M,787.0,B,130.8,4,PANVN,0.627,0,0.0,41
577,86033873,F,796.0,A,62.7,2,SEDAN,1.672,0,0.0,56
578,44491703,M,635.0,C,136.5,4,UTE,1.056,1,203.0300469,57
579,75358788,F,695.0,B,126.7,2,HBACK,1.925,0,0.0,59
580,62970606,M,659.0,C,133.5,4,STNWG,2.453,1,102.3667002,38
581,89470740,M,569.0,B,138.9,3,COUPE,2.376,1,1601.608964,26
582,15119501,M,777.0,C,147.0,2,SEDAN,2.244,1,482.4686618,70
584,26192946,F,647.0,B,124.7,4,HBACK,0.924,0,0.0,43
585,63869066,M,482.0,F,122.0,1,TRUCK,2.882,1,16459.72432,29
586,51806578,F,426.0,A,69.8,3,STNWG,1.738,0,0.0,31
587,39503563,M,407.0,D,85.7,4,STNWG,2.079,2,14638.88269,84
588,82931654,M,580.0,C,147.0,4,HBACK,0.44,0,0.0,43
589,32706378,F,794.0,C,150.0,3,HBACK,0.88,0,0.0,46
590,81942916,M,678.0,B,127.5,4,HDTOP,1.65,0,0.0,52
592,61721406,F,527.0,A,69.5,3,SEDAN,1.21,0,0.0,48
593,28262472,F,336.0,C,132.0,4,UTE,1.342,3,2204.270599,36
595,13676833,F,827.0,C,147.0,2,STNWG,1.947,0,0.0,50
596,38030093,M,761.0,F,98.0,3,HDTOP,2.354,0,0.0,60
597,81602590,F,794.0,C,141.0,1,SEDAN,3.795,0,0.0,52
598,21446960,F,366.0,B,154.0,1,SEDAN,1.738,0,0.0,23
599,95147110,M,632.0,A,89.6,4,STNWG,0.847,0,0.0,44
600,30854570,F,507.0,B,110.6,2,STNWG,6.017,1,4105.75518,48
604,97583187,F,778.0,D,68.4,4,HBACK,0.726,0,0.0,65
605,18838334,F,610.0,C,130.5,2,SEDAN,1.881,0,0.0,22
606,69874007,F,756.0,B,102.6,2,HBACK,1.287,0,0.0,51
607,13887628,M,800.0,A,81.4,3,SEDAN,3.212,0,0.0,68
608,85162657,M,479.0,C,139.5,4,SEDAN,1.155,1,484.2380086,49
609,61417241,F,403.0,C,145.5,2,SEDAN,2.145,1,2611.447147,37
610,14739822,M,629.0,C,139.5,4,SEDAN,1.144,2,112.2375429,34
611,95504520,F,844.0,C,148.5,1,HBACK,1.65,0,0.0,70
613,30750754,M,674.0,C,112.5,3,SEDAN,1.386,1,130.0474647,49
614,77167074,F,724.0,D,161.1,3,HBACK,0.99,0,0.0,43
615,71729879,M,608.0,C,147.0,4,SEDAN,0.286,0,0.0,66
616,57872456,F,815.0,C,112.5,4,HBACK,0.506,0,0.0,82
617,38648237,M,677.0,C,145.5,2,STNWG,3.685,0,0.0,58
618,62522776,M,380.0,D,97.9,3,STNWG,2.112,1,11687.25463,84
619,71757943,F,326.0,D,97.1,4,SEDAN,1.309,1,1799.530073,39
622,73156635,M,491.0,A,63.7,1,SEDAN,2.046,2,28586.48721,73
623,96788675,M,722.0,C,148.5,1,HBACK,2.3089,1,2023.479632,64
624,67948953,M,644.0,C,138.0,1,STNWG,6.611,1,434.8175909,60
625,98410945,M,683.0,A,77.4,4,SEDAN,1.661,0,0.0,65
626,39362287,F,650.0,A,102.9,3,STNWG,3.652,0,0.0,50
628,89898650,F,660.0,B,121.4,4,SEDAN,1.408,0,0.0,40
629,97856804,F,625.0,E,51.0,3,HBACK,0.935,0,0.0,24
630,70683515,F,694.0,C,135.0,1,SEDAN,2.475,0,0.0,48
631,44062113,F,624.0,D,120.7,3,STNWG,2.728,0,0.0,48
632,22132644,F,797.0,D,70.2,3,PANVN,1.749,0,0.0,69
633,74358470,M,656.0,A,75.8,1,HBACK,1.617,1,535.5691858,33
634,45013323,M,733.0,D,102.8,4,HDTOP,1.672,0,0.0,65
635,43354695,F,399.0,A,51.8,2,SEDAN,1.397,0,0.0,30
636,88131283,M,803.0,C,87.0,1,STNWG,4.928,0,0.0,50
637,63721417,F,685.0,A,98.8,3,STNWG,1.133,0,0.0,49
638,41444931,M,619.0,A,104.8,1,SEDAN,2.662,0,0.0,44
639,61530637,F,625.0,B,116.0,3,HBACK,1.529,0,0.0,55
640,98791800,M,308.0,C,139.5,4,STNWG,1.991,1,996.8427531,36
641,91543274,F,730.0,D,120.5,3,STNWG,1.111,0,0.0,50
642,47200250,M,677.0,A,96.0,1,HBACK,1.551,0,0.0,40
643,92212969,M,327.0,D,95.2,4,UTE,1.078,1,2124.375411,39
644,84333821,F,697.0,B,112.4,1,HBACK,1.639,2,6186.005691,86
646,59698508,M,426.0,C,88.5,3,UTE,1.287,0,0.0,36
647,79805857,F,567.0,E,21.0,3,HBACK,1.254,0,0.0,29
648,44684629,F,682.0,A,64.8,3,HBACK,1.023,0,0.0,58
649,63494310,M,712.0,A,74.3,2,HBACK,2.024,0,0.0,69
650,96687316,F,753.0,C,118.5,3,SEDAN,1.419,0,0.0,66
651,53328597,F,549.0,C,123.0,3,SEDAN,1.177,0,0.0,42
652,59441702,F,767.0,B,124.9,3,SEDAN,1.441,0,0.0,52
653,31157888,M,666.0,A,120.3,2,HBACK,1.364,0,0.0,41
654,37653726,F,816.0,C,129.0,2,HBACK,1.738,0,0.0,68
655,49687268,M,706.0,D,56.7,4,SEDAN,0.979,0,0.0,66
656,53164062,F,847.0,C,126.0,3,SEDAN,1.551,0,0.0,63
657,57795328,F,652.0,B,135.2,3,SEDAN,0.968,0,0.0,49
658,30696959,F,771.0,E,37.5,1,SEDAN,2.035,0,0.0,64
659,74569749,F,762.0,C,136.5,4,HBACK,0.759,0,0.0,66
660,49057677,F,808.0,C,106.5,1,SEDAN,2.673,0,0.0,41
662,87375554,M,826.0,D,68.0,4,STNWG,0.891,0,0.0,60
664,80621136,M,337.0,A,70.4,1,SEDAN,2.167,0,0.0,82
665,54348099,M,654.0,E,10.5,3,SEDAN,1.111,0,0.0,51
666,87949138,F,508.0,C,124.5,3,STNWG,1.518,0,0.0,49
667,16996913,M,669.0,A,109.5,4,STNWG,1.309,3,633.3553777,43
668,87321810,F,771.0,B,148.1,1,STNWG,3.916,0,0.0,64
669,78413460,M,721.0,D,132.5,3,STNWG,1.848,1,234.2822452,60
670,45927215,F,804.0,E,69.0,2,STNWG,4.4,0,0.0,67
671,56244286,F,533.0,A,87.9,1,HBACK,2.2,0,0.0,54
672,79783692,F,512.0,A,36.9,4,SEDAN,0.451,0,0.0,62
673,11754152,M,771.0,D,123.1,2,HBACK,1.749,0,0.0,75
674,42205072,F,778.0,C,135.0,2,STNWG,1.54,0,0.0,71
675,53213981,F,651.0,B,112.8,3,SEDAN,2.079,0,0.0,51
676,89760508,F,688.0,B,108.1,1,HBACK,1.573,0,0.0,52
677,69507958,M,800.0,A,62.6,3,UTE,2.046,0,0.0,55
679,31353958,M,607.0,A,112.5,3,SEDAN,1.287,1,240.1701603,53
680,87525275,M,498.0,B,136.5,1,SEDAN,6.512,0,0.0,42
681,35864600,F,765.0,C,120.0,1,STNWG,6.171,0,0.0,51
682,50982007,F,647.0,B,145.7,3,HBACK,1.133,0,0.0,34
683,79049037,F,824.0,E,67.5,4,STNWG,1.397,0,0.0,48
685,63729906,M,374.0,A,54.0,4,UTE,1.089,0,0.0,34
686,16473482,F,837.0,A,80.8,3,HBACK,1.089,0,0.0,66
687,18792419,F,788.0,E,72.0,2,SEDAN,2.046,0,0.0,58
690,10151192,F,802.0,B,104.6,1,SEDAN,1.903,0,0.0,60
691,28435805,F,848.0,A,64.3,4,HBACK,0.429,0,0.0,85
692,96553442,F,543.0,E,45.0,4,SEDAN,0.418,0,0.0,47
693,31687427,M,759.0,A,50.5,3,SEDAN,1.749,0,0.0,56
694,66732139,F,654.0,A,63.8,4,SEDAN,1.045,0,0.0,36
695,29342645,M,696.0,A,103.8,4,STNWG,0.506,0,0.0,52
698,34388908,M,724.0,C,148.5,3,STNWG,3.289,1,295.5044736,66
699,79210245,M,683.0,F,94.0,3,HDTOP,2.222,1,345.5305049,49
700,77489133,M,642.0,C,121.5,4,SEDAN,0.77,2,501.8046142,57
701,11935944,F,839.0,A,79.0,3,HBACK,1.331,0,0.0,29
702,25792772,F,660.0,F,126.0,3,STNWG,1.584,0,0.0,56
703,81175335,M,446.0,B,130.8,2,SEDAN,2.167,1,8281.17957,70
704,79400029,F,847.0,F,100.0,4,UTE,1.155,0,0.0,57
706,74081745,F,368.0,A,104.4,2,STNWG,2.871,1,2084.534722,57
707,41071939,M,810.0,E,51.0,3,TRUCK,1.969,0,0.0,79
708,38839707,F,677.0,C,148.5,3,HBACK,1.1,0,0.0,23
709,77126116,F,790.0,B,145.8,1,SEDAN,2.002,0,0.0,53
710,25852639,F,655.0,A,77.0,3,SEDAN,2.057,0,0.0,26
711,35321099,F,826.0,C,111.0,4,UTE,1.1,0,0.0,60
712,59365873,F,664.0,D,78.6,3,SEDAN,1.177,0,0.0,39
713,36924817,F,344.0,A,54.4,4,SEDAN,1.034,1,1184.373651,37
715,48992438,F,512.0,C,112.5,1,HBACK,1.7039,0,0.0,54
716,93040962,M,615.0,C,135.0,3,PANVN,0.913,1,1111.804211,25
717,26978172,M,430.0,A,75.3,3,SEDAN,2.354,0,0.0,41
718,56566753,F,848.0,C,129.0,1,HBACK,1.65,0,0.0,55
719,94666880,F,751.0,A,90.0,4,STNWG,1.991,0,0.0,33
720,19748029,F,552.0,D,106.9,1,SEDAN,2.915,0,0.0,39
721,99088407,M,819.0,D,138.2,2,SEDAN,1.881,0,0.0,76
722,32059321,M,847.0,A,76.0,4,SEDAN,0.781,0,0.0,87
725,22472695,F,614.0,B,110.5,1,UTE,3.223,0,0.0,60
726,82472004,M,665.0,A,119.3,1,STNWG,3.564,0,0.0,48
727,42022557,M,679.0,E,18.0,2,STNWG,3.872,0,0.0,65
728,39664340,M,848.0,C,145.5,3,SEDAN,1.298,0,0.0,50
732,19999053,M,796.0,F,124.0,3,TRUCK,1.881,0,0.0,36
733,41799488,F,797.0,C,148.5,2,STNWG,4.389,0,0.0,65
734,94695459,M,413.0,D,125.9,2,HBACK,1.067,1,3248.493071,21
735,34467103,M,513.0,B,137.2,3,SEDAN,1.397,0,0.0,49
736,78136920,M,463.0,A,65.6,4,STNWG,1.683,0,0.0,65
738,22806529,F,624.0,B,114.6,3,STNWG,2.948,0,0.0,44
739,74643291,M,831.0,A,34.3,2,STNWG,4.103,0,0.0,42
740,89971834,F,603.0,C,139.5,4,STNWG,0.803,1,126.0137024,38
742,34459074,M,794.0,C,139.5,3,STNWG,3.289,0,0.0,70
743,32172925,M,681.0,C,150.0,1,STNWG,3.3,1,902.354692,30
744,24109704,M,395.0,B,122.4,4,STNWG,1.309,0,0.0,39
745,17570474,M,794.0,E,57.0,4,HBACK,0.748,0,0.0,52
748,24006285,F,808.0,B,114.0,3,HBACK,1.562,0,0.0,63
749,42581481,M,649.0,B,116.9,1,SEDAN,2.277,2,2901.846645,36
750,82287309,F,812.0,E,19.5,3,SEDAN,1.518,0,0.0,42
751,58956805,F,813.0,B,129.6,1,HBACK,1.617,0,0.0,43
752,15181289,F,849.0,C,148.5,2,MCARA,6.776,0,0.0,80
753,41649570,F,694.0,C,148.5,4,STNWG,2.101,0,0.0,57
754,88753181,F,773.0,B,85.0,3,HBACK,1.001,0,0.0,48
755,40469774,M,703.0,A,38.3,4,SEDAN,1.001,0,0.0,58
756,66841141,M,447.0,E,39.0,3,STNWG,2.288,0,0.0,46
757,32807592,F,662.0,B,136.2,3,HBACK,1.056,0,0.0,90
758,60994536,M,650.0,D,85.0,4,UTE,0.627,1,470.3987506,54
759,77383399,F,759.0,B,95.1,3,SEDAN,1.067,0,0.0,53
760,51696931,F,699.0,E,45.0,3,HBACK,1.067,0,0.0,38
761,81678798,M,826.0,E,18.0,3,MCARA,3.168,0,0.0,83
763,65930662,M,846.0,A,80.2,2,MCARA,4.389,0,0.0,79
764,35833614,F,703.0,D,120.5,1,SEDAN,2.178,0,0.0,70
766,33811642,F,712.0,D,86.1,1,SEDAN,2.42,0,0.0,43
767,22142195,F,629.0,A,72.6,3,HBACK,0.913,0,0.0,46
768,86570308,M,824.0,D,40.4,3,SEDAN,1.287,0,0.0,58
769,31967502,M,676.0,B,110.6,4,MIBUS,1.727,1,1665.053041,49
770,83301705,F,433.0,C,88.5,1,UTE,3.773,0,0.0,28
771,64840575,M,746.0,E,28.5,4,UTE,2.244,0,0.0,62
772,28745951,M,826.0,E,42.0,4,UTE,1.001,0,0.0,83
773,24506070,M,822.0,C,118.5,3,SEDAN,0.99,0,0.0,65
774,27772938,F,547.0,B,115.1,2,SEDAN,1.76,0,0.0,34
775,58265581,M,849.0,F,98.0,1,STNWG,3.421,0,0.0,70
776,37136474,M,416.0,B,87.4,4,MIBUS,1.815,1,18046.30468,46
777,86119098,M,561.0,E,69.0,4,STNWG,1.804,1,2110.075299,31
778,48710106,F,833.0,C,118.5,4,HBACK,0.286,0,0.0,75
779,84537636,F,791.0,C,94.5,1,HBACK,3.1889,0,0.0,55
780,24906778,F,804.0,D,151.2,4,SEDAN,0.451,0,0.0,59
781,76848295,M,354.0,F,96.0,1,STNWG,3.421,3,22588.02497,50
783,61076155,F,464.0,B,101.6,4,STNWG,1.221,1,414.471356,37
784,17427450,M,617.0,C,102.0,3,STNWG,3.047,0,0.0,57
785,42123776,F,850.0,A,44.8,4,SEDAN,0.748,0,0.0,78
787,80274434,F,784.0,E,42.0,4,HBACK,0.506,0,0.0,66
788,36804571,M,737.0,B,95.2,4,SEDAN,0.759,0,0.0,64
789,32231226,F,723.0,C,118.5,4,HBACK,0.693,0,0.0,51
790,80351526,F,701.0,E,28.5,2,SEDAN,1.727,0,0.0,69
791,23251871,F,816.0,C,97.5,1,HBACK,1.408,0,0.0,59
792,25005862,F,640.0,C,129.0,3,COUPE,7.029,0,0.0,46
793,36615531,F,560.0,E,43.5,4,TRUCK,0.968,0,0.0,27
794,68291111,F,841.0,D,90.0,2,STNWG,4.983,0,0.0,58
795,10902891,F,700.0,E,49.5,4,HBACK,0.902,0,0.0,58
796,67086138,F,833.0,C,135.0,3,HBACK,1.221,0,0.0,64
797,24149610,M,805.0,C,147.0,4,SEDAN,0.583,0,0.0,63
798,58327311,M,637.0,D,161.6,4,STNWG,1.991,0,0.0,52
799,39682278,M,654.0,C,87.0,4,HBACK,0.726,0,0.0,39
800,26265496,M,644.0,D,104.9,4,STNWG,0.715,1,171.1080512,28
801,79464547,F,703.0,C,105.0,4,SEDAN,1.045,0,0.0,61
802,53914338,M,848.0,A,98.3,4,HDTOP,0.968,0,0.0,59
803,82737707,M,841.0,B,130.2,3,STNWG,1.265,0,0.0,68
804,94315490,M,831.0,A,39.6,3,SEDAN,1.375,0,0.0,66
805,67544122,F,510.0,C,144.0,2,HBACK,1.309,1,2563.779797,30
806,84716691,F,683.0,A,124.7,2,HBACK,1.485,0,0.0,41
807,35976728,F,765.0,C,144.0,1,STNWG,3.4419,0,0.0,35
808,99302575,F,553.0,D,109.8,2,HBACK,1.441,0,0.0,36
809,39190637,F,798.0,F,88.0,3,STNWG,3.333,0,0.0,68
810,47894784,M,781.0,C,139.5,4,HBACK,0.374,0,0.0,34
811,24446010,M,474.0,C,139.5,2,SEDAN,1.804,0,0.0,71
812,48754233,F,815.0,B,104.3,4,HBACK,0.583,0,0.0,53
813,21308385,M,484.0,B,102.0,4,HBACK,0.473,0,0.0,35
815,30365932,F,619.0,A,99.6,4,STNWG,1.892,0,0.0,41
816,81043746,M,814.0,B,119.2,4,STNWG,1.111,0,0.0,81
817,74110214,M,751.0,C,133.5,4,UTE,1.386,0,0.0,44
818,36903103,M,611.0,B,146.5,1,STNWG,6.853,1,3781.200518,26
819,13522955,M,643.0,A,121.2,2,UTE,2.563,0,0.0,36
820,65280966,F,736.0,C,115.5,2,HBACK,1.914,0,0.0,57
821,72705175,F,757.0,A,87.4,2,SEDAN,1.606,0,0.0,48
822,44007510,F,482.0,C,135.0,2,HBACK,1.595,0,0.0,23
823,67437058,F,737.0,D,140.3,3,STNWG,3.3,0,0.0,64
825,25851815,F,646.0,D,67.7,2,STNWG,2.563,0,0.0,46
826,12164502,F,653.0,B,127.7,3,STNWG,1.166,0,0.0,53
827,54273858,M,532.0,D,63.2,4,STNWG,1.848,0,0.0,35
828,22892674,F,542.0,F,130.0,4,STNWG,2.244,0,0.0,23
